annotation	attributed_author	author	collection	Coptic_edition	copyist	corpus	country	document_cts_urn	endnote	Greek_source	idno	language	license	msContents_title_n	msContens_title _type	msItem_title 	msName	next	note	objectType	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_datte	version_n	witness
Lydia Bremer-McCollum	Cyril of Jerusalem	Pseudo-Cyril of Jerusalem	Manuscrits coptes	Giron 1907 25-30	none		Egypt				BnF Copte 129.17 ff.02-03	Sahidic Coptic	CC-BY 4.0			Homily on the Sacrifice of Abraham	MONB.FB			codex		between 901 and 1100	901	1100	medium	White Monastery			automatic		377	cc0632	Atripe		"CopticSCRIPTORIUM, PATHS"		Bibliothque nationale de France	automatic		OCR		Homily on the Sacrifice of Abraham	none				
