annotation	attributed_author	author	collection	Coptic_edition	copyist	corpus	country	document_cts_urn	endnote	Greek_source	idno	language	license	msContents_title_n	msContens_title _type	msItem_title 	msName	next	note	objectType	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_datte	version_n	witness
Lydia Bremer-McCollum	Anonymous	Anonymous	MS.Clarendon Press	Giron 1907 36-44	none		Egypt				B59 ff. 139-142	Sahidic Coptic	CC-BY 4.0		Life of Marina		MONB.HC			codex		between 901 and 1100	901	1100	medium	White Monastery 	93	100	automatic		422	cc0205	Atripe		"CopticSCRIPTORIUM, PATHS"	no	Bodleian Library Oxford	automatic	OCR			Life of Marina	none				
