annotation	attributed_author	author	collection	Coptic_edition	corpus	country	document_cts_urn	Greek_source	idno	language	license	msItem_title 	msName	next	note	objectType	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_date	version_n	witness
"Lydia Bremer-McCollum, Nicholas Wagner, Caroline T. Schroeder"	Pambo of Scetis	unknown	Manuscrits coptes	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n60/mode/2up'>Giron 1907</a>	life.hilaria	Egypt		none	132.1 ff.19-21	Sahidic Coptic	<a href='https://creativecommons.org/licenses/by/4.0/'>CC-BY 4.0</a>	Life of Hilaria	none		"Coptic SCRIPTORIUM's edition includes only Giron's transcription of the manuscript. It is not a diplomatic transcription based on reading and collation of the original manuscript. Dating taken from PATHS entry for MONB.DL: ms entry notes that hand is the same as MONB.DL. Page numbers missing/lost from the original manuscript. Giron published this work under the title ""History of the Daughters of Zeno"""	codex	2	901-1050 CE	1050	901	low	White Monastery	uncertain	uncertain	automatic	192	1791	cc0247	Atripe		Coptic SCRIPTORIUM	no	Bibliothèque nationale de France	automatic	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n60/mode/2up'>Giron 1907 on archive.org</a>	OCR of Giron pdf on archive.org using OCR4all	automatic	Life of Hilaria	none	none	2026-05-31	6.3.0	parallel witness published by Drescher 1947; not available in Coptic Scriptorium
