annotation	author	collection	Coptic_edition	corpus	country	document_cts_urn	idno	language	license	msItem_title 	msName	next	note	objectType	ocr	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_date	version_n	witness
Lydia Bremer-McCollum, Nicholas Wagner, Caroline T. Schroeder	unknown	Manuscrits coptes	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n82/mode/2up'>Giron 1907 23--25</a>	lit.fragments	Egypt	urn:cts:copticLit:litfrg.eve_serpent.giron_ed:100-101	Copte 129.17 f. 1	Sahidic Coptic	<a href='https://creativecommons.org/licenses/by/4.0/'>CC-BY 4.0</a>	Dialogue of Eve and the Serpent	MONB.BU		Coptic SCRIPTORIUM's edition includes only Giron's transcription of the manuscript. It is not a diplomatic transcription based on reading and collation of the original manuscript.   Chapter divisions follow paragraph divisions in Giron's French translation.	codex	checked	5	between 901 and 1100	1100	901	medium	White Monastery	uncertain	uncertain	automatic	<a href='http://paths.uniroma1.it/atlas/manuscripts/306'>306</a>	<a href='http://paths.uniroma1.it/atlas/works/472'>472</a>	Atripe	urn:cts:copticLit:litfrg.empdaughter.giron_ed:210-211	Coptic SCRIPTORIUM	no	Bibliothèque Nationale de France	automatic	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n38/mode/2up'>Giron on archive.org</a>	OCR of Giron pdf on archive.org using OCR4all	automatic	Dialogue of Eve and the Serpent (Giron)	none	none	2026-05-31	6.3.0	none
