annotation	attributed_author	author	collection	Coptic_edition	copyist	corpus	country	document_cts_urn	facsimile	idno	language	license	msItem_title 	msName	note	objectType	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_date	version_n	witness
Lydia Bremer-McCollum, Nicholas Wagner, Caroline T. Schroeder	Cyril of Alexandria	unknown	Manuscrits coptes	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n40/mode/2up'>Giron 1907 25-30</a>	none	life.chrysostom	Egypt	urn:cts:copticLit:lives.chrysostom.giron_ed:400-405	<a href='https://gallica.bnf.fr/ark:/12148/btv1b100896227/f5.item.r=Copte129'>https://gallica.bnf.fr/ark:/12148/btv1b100896227/f5.item.r=Copte129</a>	Copte 129.17 ff. 2-3	Sahidic Coptic	<a href='https://creativecommons.org/licenses/by/4.0/'>CC-BY 4.0</a>	Life of John Chrysostom	MONB.FB	Coptic SCRIPTORIUM's edition includes only Giron's transcription of the manuscript. It is not a diplomatic transcription based on reading and collation of the original manuscript. Giron titled this document "Sacrifice of Abraham," but it is now known to be one of the fragments of the Coptic Life/Lives  of John Chrysostom. Chapter divisions follow paragraph divisions in Giron's French translation. Giron reversed the recto and verso of folio 2 in his transcription. Orlandi 1977 labels this document as Fragment 4. Hence our page and chapter ids reflect this classification.	codex	1	between 901 and 1100	901	1100	medium	White Monastery	uncertain	uncertain	automatic	<a href='http://paths.uniroma1.it/atlas/authors/33'>33</a>	<a href='http://paths.uniroma1.it/atlas/manuscripts/377'>377</a>	<a href='http://paths.uniroma1.it/atlas/works/629'>629</a>	Atripe	Coptic SCRIPTORIUM	no	Bibliothèque nationale de France	automatic	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n82/mode/2up'>Giron on archive.org</a>	OCR of Giron pdf on archive.org using OCR4all	automatic	Life of John Chrysostom (Giron Sacr of Abraham)	none	none	2026-05-31	6.3.0	none
