annotation	attributed_author	author	collection	Coptic_edition	corpus	country	document_cts_urn	entities	facsimile	Greek_source	idno	language	license	msItem_title 	msName	note	objectType	ocr	order	origDate	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_date	version_n	witness				
Lydia Bremer-McCollum, Nicholas Wagner, Caroline T. Schroeder	Pambo of Scetis	unknown  	Manuscrits coptes	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n60/mode/2up'>Giron 1907 49-58</a>, Drescher 1947	life.hilaria	Egypt	urn:cts:copticLit:lives.hilaria.clm1792:50-59	automatic	<a href='https://gallica.bnf.fr/ark:/12148/btv1b100915891/f82.item'>https://gallica.bnf.fr/ark:/12148/btv1b100915891/f82.item</a>	none	78 f.39	Sahidic Coptic	<a href='https://creativecommons.org/licenses/by/4.0/'>CC-BY 4.0</a>	Life of Hilaria	none	Coptic SCRIPTORIUM's edition includes only Giron's transcription of the manuscript. It is not a diplomatic transcription based on reading and collation of the original manuscript. Page numbers missing/lost from the original manuscript. Giron published this work under the title "History of the Daughters of Zeno." Chapter divisions follow paragraph divisions in Drescher 1947 pp 69-82 English translation.	automatic	codex	5	uncertain; none listed in PATHS	White Monastery	uncertain	uncertain	automatic	<a href='http://paths.uniroma1.it/atlas/authors/80'>80</a>	<a href='http://paths.uniroma1.it/atlas/manuscripts/1792'>1792</a>	<a href='http://paths.uniroma1.it/atlas/works/247'>cc0247</a	Atripe	urn:cts:copticLit:lives.hilaria.clm1791:47-50	Coptic SCRIPTORIUM	no	Bibliothque nationale de France	automatic	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n60/mode/2up'>Giron 1907 on archive.org</a>	OCR of Giron pdf on archive.org using OCR4all	automatic	Life of Hilaria BN 78 f. 39 (Giron)	none	none	2026-05-31	6.3.0	parallel witness published by Drescher 1947; not available in Coptic Scriptorium
