annotation	attributed_author	author	collection	Coptic_edition	corpus	country	document_cts_urn	entities	facsimile	idno	language	license	msItem_title 	msName	next	note	objectType	ocr	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_date	version_n	witness
Lydia Bremer-McCollum, Nicholas Wagner, Caroline T. Schroeder	Theodosius of Alexandria	unknown	Borgia Collection	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n82/mode/2up'>Giron 1907 66-71</a>	life.empdaughter	Egypt	urn:cts:copticLit:lives.empdaughter.clm1853:100	automatic	https://digi.vatlib.it/view/MSS_Borg.copt.109.cass.XXIX.fasc.167	Borg.copt.109.cass.XXIX.fasc.167 f.3	Sahidic Coptc	<a href='https://creativecommons.org/licenses/by/4.0/'>CC-BY 4.0</a>	History of the Emperor's Daughter	none	urn:cts:copticLit:lives.empdaughter.clm1853:200	Coptic SCRIPTORIUM's edition includes only Giron's transcription of the manuscript. It is not a diplomatic transcription based on reading and collation of the original manuscript.   Chapter divisions follow paragraph divisions in Giron's French translation.	codex	automatic	2	between 901 and 1100	901	1100	medium	White Monastery	clm1853e	clm1853f	automatic	<a href='http://paths.uniroma1.it/atlas/authors/100'>100</a>	<a href='http://paths.uniroma1.it/atlas/manuscripts/1853'>1853</a>	<a href='http://paths.uniroma1.it/atlas/works/312'>312</a>	Atripe	urn:cts:copticLit:lives.empdaughter.clm1853:41-42	Coptic SCRIPTORIUM	no	Biblioteca Apostolica Vaticana	automatic	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n82/mode/2up'>Giron on archive.org</a>	OCR of Giron pdf on archive.org using OCR4all	automatic	History of the Emperor's Daughter Fragment 2 (Giron)	none	none	2026-05-31	6.3.0	none
