annotation	attributed_author	author	collection	Coptic_edition	copyist	corpus	country	document_cts_urn	endnote	Greek_source	idno	language	license	msContents_title_n	msContens_title _type	msItem_title 	msName	next	note	objectType	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_datte	version_n	witness
Lydia Bremer-McCollum	Anonymous	Anonymous	Manuscrits coptes	Giron 1907 23-25	none		Egypt				BnF Copte 129.17 f.01	Sahidic Coptic	CC-BY 4.0			Dialogue of Eve and the Serpent	MONB.BU			codex		between 901 and 1100	901	1100	medium	White Monastery			automatic		306	cc0472			"Coptic SCRIPTORIUM, PATHS"	no	Bibliothque Nationale de France	automatic	archive.org	OCR	automatic	Dialogue of Eve and the Serpent in Giron ed.	none				
