annotation	attributed_author	author	collection	Coptic_edition	copyist	corpus	country	document_cts_urn	facsimile	idno	language	license	msItem_title 	msName	note	objectType	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_date	version_n	witness		
Lydia Bremer-McCollum, Nicholas Wagner, Caroline T. Schroeder	Cyril of Alexandria	unknown	Manuscrits coptes	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n40/mode/2up'>Giron 1907 25-30</a>	none	life.chrysostom	Egypt	urn:cts:copticLit:lives.chrysostom.giron_ed:		Copte 129.17 ff. 2-3	Sahidic Coptic	<a href='https://creativecommons.org/licenses/by/4.0/'>CC-BY 4.0</a>	Life of John Chrysostom	MONB.FB	Coptic SCRIPTORIUM's edition includes only Giron's transcription of the manuscript. It is not a diplomatic transcription based on reading and collation of the original manuscript.   Chapter divisions follow paragraph divisions in Giron's French translation.	codex	1	between 901 and 1100	901	1100	medium	White Monastery	uncertain	uncertain	automatic	<a href='http://paths.uniroma1.it/atlas/authors/33'>33</a>	<a href='http://paths.uniroma1.it/atlas/manuscripts/377'>377</a>	<a href='http://paths.uniroma1.it/atlas/works/629'>629</a>	Atripe	Coptic SCRIPTORIUM	no	Bibliothque nationale de France	automatic	<a href='https://archive.org/details/lgendescoptesfr00revigoog/page/n82/mode/2up'>Giron on archive.org</a>	OCR of Giron pdf on archive.org using OCR4all		Life of John Chrysostom (Giron Sacr of Abraham)	none	none	2026-05-31	6.3.0	none		
