annotation	attributed_author	author	collection	Coptic_edition	copyist	corpus	country	document_cts_urn	endnote	Greek_source	idno	language	license	msContents_title_n	msContens_title _type	msItem_title 	msName	next	note	objectType	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_datte	version_n	witness
Lydia Bremer-McCollum	Anonymous	Anonymous	Manuscrits coptes	Giron 1907 31-35	none		Egypt				BnF Copte 129.13 ff. 38-41	Sahidic Coptic	CC-BY 4.0		Life of Marina		MONB.FS			codex		between 923 and 933	923	933	high	White Monastery 	139	142	automatic		392	cc0205			"CopticSCRIPTORIUM, PATHS"	no	Bibliotheque nationale de France	automatic	OCR			Life of Marina	none				
