annotation	attributed_author	author	collection	Coptic_edition	copyist	corpus	country	document_cts_urn	endnote	Greek_source	idno	language	license	msContents_title_n	msContens_title _type	msItem_title 	msName	next	note	objectType	order	origDate	origDate_notAfter	OrigDate_notBefore	origDate_precision	origPlace	pages_from	pages_to	parsing	paths_authors	paths_manuscripts	paths_works	placeName	previous	project	redundant	repository	segmentation	source	source_info	tagging	title	translation	Trismegistos	version_datte	version_n	witness
Lydia Bremer-McCollum	Stephen of Hnes	Stephen of Hnes	Hamuli Coptic	Sobhy 1919 			Egypt				Hamuli.Ms. 2703 ff. 34-47	Sahidic Coptic	CC-BY 4.0				MICH.BT			codex		between 801 and 925	801	925	medium	Hamuli			automatic	267	245	cc0377	Hamuli		"CopticSCRIPTORIUM, PATHS"	no	Coptic Museum	automatic	OCR		automatic	Encomium of Helias		TM114340			
