annotation	Lydia Bremer-McCollum
attributed_author	Theodosius of Alexandria
author	Theodosius of Alexandria
collection	Oriental Manuscripts
Coptic_edition	"<a href=""https://archive.org/details/miscellaneouscop00budguoft"">Budge Miscellaneous 1915</a> pp. 330-420"
corpus	theodosius.alexandria
country	Egypt
document_cts_urn	urn:cts:copticLit:theodosiusalex.michael.budge_al_ed:9-70
idno	BL Or. 6781 ff.1-29
language	Sahidic Coptic
license	"<a href=""https://creativecommons.org/licenses/by/4.0/"">CC-BY 4.0</a>"
msItem_title 	Encomium on Michael the Archangel
msName	MERC.AL
note	Coptic follows Budge's transcription of MERC.AL. Does not include colophon or liturgical excerpts that follow. Chapter divisions follow the paragraph breaks in Budge's English translation.
objectType	codex
ocr	automatic
order	02
origDate	983
origDate_notAfter	983
OrigDate_notBefore	983
origDate_precision	high
origPlace	Hagr Edfu
pages_from	13
pages_to	82
parsing	automatic
paths_authors	"<a href=""http://paths.uniroma1.it/atlas/authors/100"">100</a>"
paths_manuscripts	"<a href=""http://paths.uniroma1.it/atlas/manuscripts/188"">188</a>"
paths_works	"<a href=""http://paths.uniroma1.it/atlas/works/387"">387</a>"
placeName	Hagr Edfu
previous	urn:cts:copticLit:theodosiusalex.michael.budge_ai_ed:0-70
project	Coptic SCRIPTORIUM
redundant	yes
repository	British Library
segmentation	automatic
source	"<a href=""https://archive.org/details/miscellaneouscop00budguoft"">Budge Miscellaneous 1915</a> on Internet Archive"
source_info	OCR of Budge 1915 pdf from Internet Archive using OCR4All
tagging	automatic
title	Encomium on Michael the Archangel (Budge ed.)
translation	none
Trismegistos	none
version_date	2024-10-31
version_n	6.0.0
witness	urn:cts:copticLit:theodosiusalex.michael.budge_ai_ed:0-70
